name,artist_id,track_id,track_name,popularity
Peso Pluma,12GqGscKJx3aE4t07u7eVZ,7mXuWTczZNxG5EDcjFEuJR,LADY GAGA,94
Fuerza Regida,0ys2OFYzWYB5hRDLCsBqxt,1UMm1Qs3u59Wvk53zBUE8r,SABOR FRESA,93
Myke Towers,7iK8PXO48WeuP03g8YR51W,7ABLbnD53cQK00mhcaOUVG,LALA,99
Fuerza Regida,0ys2OFYzWYB5hRDLCsBqxt,368eeEO3Y2uZUQ6S5oIjcu,TQM,94
Junior H,7Gi6gjaWy3DxyilpF1a8Is,1haJsMtoBhHfvuM7XWuT3W,El Azul,93
Grupo Frontera,6XkjpgcEsYab502Vr1bBeW,6pD0ufEQq0xdHSsRbg9LBK,un x100to,97
Peso Pluma,12GqGscKJx3aE4t07u7eVZ,7bPp2NmpmyhLJ7zWazAXMu,TULUM,92
Carin Leon,66ihevNkSYNzRAl44dx6jJ,25OeKzcqakFPaJlXHPE5lm,Primera Cita,82
Yng Lvcas,1NNRWkhwmcXRimFYSBpB1y,2UW7JaomAMuX9pZrjVpHAU,La Bebe - Remix,97
Eslabon Armado,0XeEobZplHxzM9QzFQWLiR,3qQbCzHBycnDpGskqOWY0E,Ella Baila Sola,91
Bizarrap,716NhGYqD1jl2wI1Qkgq36,5AqiaZwhmC6dIbgWrD5SzV,"Peso Pluma: Bzrp Music Sessions, Vol. 55",95
Yahritza Y Su Esencia,51ZSh80McCt7vbqHouzW0A,4JdSXF2p71cr8uCY3UiJM0,Frágil,93
Natanael Cano,0elWFr7TW8piilVRYJUe4P,1oWkcc7hQdVYPQMyQ6AFov,Mi Bello Angel,88
Peso Pluma,12GqGscKJx3aE4t07u7eVZ,3HOKxuTDmNVmIlCIpBiD8m,LAGUNAS,89
Tainy,0GM7qgcRCORpGnfcN2tCiB,4eMKD8MRroxCqugpsxCCNb,MOJABI GHOST,93
Bad Bunny,4q3ewBCX7sLwd24euuV69X,7ro0hRteUMfnOioTFI5TG1,WHERE SHE GOES,98
Oscar Maydon,3l9G1G9MxH6DaRhwLklaf5,6TBzRwnX2oYd8aOrOuyK1p,Fin de Semana,89
Carin Leon,66ihevNkSYNzRAl44dx6jJ,6Um358vY92UBv5DloTRX9L,Que Vuelvas,90
Peso Pluma,12GqGscKJx3aE4t07u7eVZ,3RA55zrRkyPK8Fd86hrMy8,LUNA,89
Chino Pacas,2rmkQLzj0k4nZdQehOUByO,3kf0WdFOalKWBkCCLJo4mA,El Gordo Trae El Mando,90
Peso Pluma,12GqGscKJx3aE4t07u7eVZ,6f8wbdo8KU5ETWJA7lapgS,BYE,82
Belanova,3oNy8cjBtJzLC07I70sklp,6Z0ybnsUBhbZ9ZjPW64eoF,Rosa Pastel,64
Peso Pluma,12GqGscKJx3aE4t07u7eVZ,0cNSq9T5l8gZnpY14rsTR2,PRC,80
Peso Pluma,12GqGscKJx3aE4t07u7eVZ,2VzCjpKvPB1l1tqLndtAQa,Por las Noches,90
Junior H,7Gi6gjaWy3DxyilpF1a8Is,1piak4R3yW4otWWyaSqyCH,El Tsurito,87
Peso Pluma,12GqGscKJx3aE4t07u7eVZ,0xGZjxYqcNQ8WqxyeZ4eSN,RUBICON,87
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,7x9aauaA9cu6tyfpHnqDLo,Seven (feat. Latto) (Explicit Ver.),100
Quevedo,52iwsT98xCoGgiGntTiR7K,6XbtvPmIpyCbjuT0e8cQtp,Columbia,96
Eden Muñoz,1gJdf4Yybu4X5A2xYV3NMV,0qCPD6ilr9nXkI4KVZgcns,Abcdario,88
Feid,2LRoIwlKmHjgvigdNGBHNo,6XSqqQIy7Lm7SnwxS4NrGx,Classy 101,95
Fuerza Regida,0ys2OFYzWYB5hRDLCsBqxt,0UbesRsX2TtiCeamOIVEkp,Ch y la Pizza,85
Michelle Maciel,4WFwvZ4L8FZbt3qubbQJS6,7uuqrSuCjWxPTCVyOeGMyt,CCC,84
Natanael Cano,0elWFr7TW8piilVRYJUe4P,1VvoSJiPG9dFsDQjTkACvG,AMG,79
Tito Double P,5eumcnUkdmGvkvcsx1WFNG,0FkD2FHEZrZIofVkY6XPFK,DEMBOW BÉLICO,85
Fuerza Regida,0ys2OFYzWYB5hRDLCsBqxt,0IKeDy5bT9G0bA7ZixRT4A,Bebe Dame,84
Ryan Castro,7j6DKwmjbxvpQO8h914uEz,2hn2zOA2XFlv6DSmesylrL,QUEMA,86
Cartel De Santa,07PdYoE4jVRF6Ut40GgVSP,55ZATsjPlTeSTNJOuW90pW,Shorty Party,86
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,5L3ecxQnQ9qTBmnLQiwf0C,K-POP,93
KAROL G,790FomKkXshlbRYZFtlgla,0DWdj2oZMBFSzRsi2Cvfzf,TQG,93
Natanael Cano,0elWFr7TW8piilVRYJUe4P,5PLqXnvHH7Gh6CcfiUEr7e,Mas Altas Que Bajadas,85
Peso Pluma,12GqGscKJx3aE4t07u7eVZ,3B0swL7Qil9bB7eKzBREBK,VVS,86
Becky G,4obzFoKoKRHIphyHzJ35G3,5RcxRGvmYai7kpFSfxe5GY,Chanel,88
Fuerza Regida,0ys2OFYzWYB5hRDLCsBqxt,17js0w8GTkTUFGFM6PYvBd,Igualito a Mi Apá,87
Eslabon Armado,0XeEobZplHxzM9QzFQWLiR,6X5WZbJzXtk6aO03HlxuZ9,Así Lo Quiso Dios,87
Junior H,7Gi6gjaWy3DxyilpF1a8Is,1RGlfmdvcfatN0ZLOmzanS,El Hijo Mayor,84
Plan B,2jSGzJw0ebJLu7OLVSOcBP,7JwdbqIpiuWvGbRryKSuBz,Es un Secreto,72
LATIN MAFIA,6XTGKOV9jceQ6f67lnhpbF,1QgY3dbddC41h8cBm9lxKd,Julieta,82
Natanael Cano,0elWFr7TW8piilVRYJUe4P,5pnj8s1C1LnwkiIRrsLXSg,Pacas De Billetes,77
KAROL G,790FomKkXshlbRYZFtlgla,505v13epFXodT9fVAJ6h8k,AMARGURA,91
Manuel Turizo,0tmwSHipWxN12fsoLcFU3B,3tt9i3Hhzq84dPS8H7iSiJ,La Bachata,87
